country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,74.5,,72.5,74.1,78.1,88.9,84.7,82.6,74,87,82.9,,,,,86.4,88.5,91.2,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,93,93.6,95.3,,
Portugal,,,24,29.3,35.1,38.7,42.1,38.4,54.9,,,,,,,40,45.4,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,26.6,31.9,37.9,38.2,49.6,59.7,56.9,61.6,68,61.5,71.5,66.4,76.7,66.2,71.8,77.6,68.7,73.3,71.2,69.5,75.5,72.5,78.2,74.3,74,69.9,,,,,,,,,90.6,88.9,93.9,104,104,,104,,97.1,93.5,92.5,95.7,89.6,
Romania,,,,,,,,,,,,,,,,,,,,,,,,79.6,,,,,,84.2,,88.3,89.7,89.5,91.2,89,84.6,90.1,92.3,93.1,90.6,106,85.2,86.2,88.6,89,86.7,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,,,,,,,,,,,,,,,,,,,99.5,99.4,101,,
Rwanda,,,,1.2,0.999,1.15,1.19,1.19,1.22,,,,,,,,0.585,0.421,,,,,,,,,,,,,,,,,,,,,,,,,38.1,,37.7,36.2,36.8,39.1,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,101,101,,,,,,,,110,110,103,103,,97.7,101,97.3,103,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,95.9,97.4,93,,,,,,
Sao Tome and Principe,,,,,,,,14.8,9.92,,,,,,,,,,12.4,,,,,,,,,,,,,,,29.2,33.6,36,,32.2,31.1,,29,50,,86,76.9,75.7,,81.1,
Saudi Arabia,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,,81.9,83.5,,97.2,97.5,100,102,101,118,,103,
Senegal,,,,5.25,,,,,,,,,,,,,,,,,8.89,,11,,,,9.54,9.85,,,10.6,10.7,11.6,16.7,15.3,17.9,19.7,27.2,22.7,24.3,28,29.9,32.7,34.7,40.2,39.9,38.7,39.1,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,95.7,96.2,95.3,98.4,103,96.8,96.8,102,95.5,95,
Seychelles,11.9,8.33,9.98,10.9,27.1,,,43.7,56.9,,116,103,98.5,100,,,,,94.5,105,,,90.4,97.6,107,,,,103,111,97.5,99.4,97.1,102,,113,,111,112,106,109,111,,110,127,129,126,118,
Sierra Leone,,2.29,2.63,2.99,3.06,,,,4.21,4.66,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,,,,,33.6,42.9,42.6,,42.6,52.6,49.1,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,94.1,92.8,,,95,,,,,,,82.8,82.5,86.3,82.4,82.5,80.8,84,83.7,85.9,78.6,87.1,86.4,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,92.8,,101,97.6,,,95.5,,,101,98,96.9,95.6,94.5,94.5,99.8,97,,
Solomon Islands,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,26.5,,39.8,,,,,,,,,62.8,62.8,,,,,71.7,
South Africa,,,,,,,,,,,,,,,,,,,,,,57.3,,,,,,,,,77.9,,95,83.2,80,,,,,,,,,,,,77.9,,
South Korea,,33.8,37.4,43,,,59.9,64.6,67.5,74.9,78.7,,91.4,91.7,97.6,95.8,98.3,105,103,,,,,,,106,,,96.6,91.2,96.9,101,105,103,98.9,94.3,99.6,98,,,,98.5,,99.7,102,108,102,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,
Spain,,,,,,,,,,,,84.5,84.9,83.5,84.4,86.8,89.2,89.9,94.9,101,94.9,,,93.6,96.2,,,,,,,,,,,,,,,86.4,85.2,,,,96.6,96.7,95.2,,
Sri Lanka,38.9,,,,,,,,,,,,,,,80.5,88,67.8,,71,70.4,70.8,72.8,,,,,,86.7,,,91.5,91.9,94.7,,98.9,102,98.7,95.7,93.2,97.4,96.6,93.6,96.2,96.7,96.4,95.2,96.1,
St. Lucia,,,,,,,,,,,,,,44.5,,,,55.9,,,,,,,,,,,,88.2,92.2,83.8,84.2,75.5,71.2,83.2,,91.7,92.2,107,95.7,93.7,85.7,80.5,87.7,,89.9,90.7,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,84.3,82.4,,,,,115,,93,91.5,91.2,99.8,111,103,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,,,48.6,48.1,49.3,49.1,57.1,
Suriname,,,,,,,29.5,28.8,34.7,,,,,,,30.2,,,,,,,,,,,,,,,,,,,,,,48.5,45.2,47.9,48.2,45.5,50.6,56.9,61.9,65.3,59.1,63.9,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,93.6,91.9,94.8,97.4,104,106,106,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,99.9,100,,,98.3,95.9,95.5,97.1,98.3,97.6,97.7,98.9,99.4,,
Syria,,17,20.6,21.1,23.9,25.4,,28.8,30.2,32.1,34.8,36,35.1,36.1,38.4,41,44.5,45,45.6,44.6,42,41.1,43.2,42.8,42.5,,,,,46.1,46,46.5,48.4,52.1,56.6,61,61.6,64.4,69.5,69.1,69.5,69.8,71,51.1,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,88.4,91.2,81.5,,88.9,93.8,95.4,92.1,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,6.27,6.32,7.73,,,12,18.5,,,34.2,31.7,,,30.8,,
Thailand,,,,,,19.4,21.6,23.3,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,79.6,83.6,82.1,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,67.2,66.9,65.9,62,61.6,,,84.5,,
Togo,,,,,3.08,3.53,4.13,5.39,6.88,8.7,9.52,9.62,9.81,8.03,5.59,5.17,4.97,4.97,4.52,5.23,6.3,6.23,6.14,,5.98,8.31,8.08,,,11.3,13.4,16.2,18.2,20.3,22.7,26.1,27,22.3,24,,24.6,28.6,,29.7,29.2,32.3,34.5,38.7,
Tonga,,,,,,,,,,,,,81,75.7,112,113,,,,,,,,112,,,,,,92.1,,116,,118,73.7,,,,,,,,,,,,,,
Trinidad and Tobago,,40.7,41,,,,,,,,,,,,,77.4,,,81.2,,,,,78.6,,,,69.3,,72.4,,77.2,,97.1,84.5,78.1,,92.4,93.2,95.9,85.6,,,,,,,,
Tunisia,,,,,,,,,,13,14.5,15.5,15.4,19.5,23.8,23.8,26.9,28.1,30.7,,30.9,42.2,39.4,42.2,46.9,50.2,51.4,56.4,,,,,,,77.4,76.3,74.3,,79.6,90.1,81.4,,,78.1,79.4,78.1,,,
Turkey,,,,,,,17.5,18.2,,,,,19.1,17.9,21,,23.5,24.5,23.8,25.9,27.7,31.7,32.6,,,,,,,,,,,,79.5,83.6,84.4,87.5,91.7,88.9,97.3,93.2,93,92.7,95.5,93.3,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,90.6,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,,,,,12.7,12.9,16.4,17,16.9,,,20,21.2,22.7,24.7,23.8,22.9,26.7,27.1,,26.6,24.5,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,93.1,89.9,,,,,100,99.6,103,103,105,103,103,100,98.8,102,62.4,116,104,100,98.1,94.9,,,,
United Arab Emirates,,,,,13.2,15.3,19.6,25.2,30.1,,31.6,,57,63.4,64.5,64.7,62.4,59.2,57.8,63.9,67.6,69,73.1,73.6,82,84.7,,82.5,,,84.8,82.6,80,78,80.9,78.4,79.3,77,,78.6,79.8,84.5,76.4,79,82,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,,,78.7,81.5,82.4,81.2,78.9,76.7,74.1,78.9,82.5,84,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,101,98.7,93,92,96.9,98.4,92.8,91.8,94,96,94.2,92.8,90.4,89.2,90,90.8,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,22.6,,,34.3,,,42.6,,28.8,,,,56.4,,,55.3,,,,,
Venezuela,,,22.4,33.1,34.8,36.3,36.3,37.6,37.6,37.5,38.6,,,43.5,,48.7,50.3,49.6,49.2,48.8,,49.2,50.2,50.7,,,52.3,55.1,,54.2,57.5,60.4,63.3,65,69,72.1,73.9,78.4,82.2,82.3,80.9,80.8,82.5,83.8,81,80.2,78.5,76.2,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,70.4,,,,,,,,,,,78.7,92.3,99,90,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,26.7,,,,28.8,,,,,34.5,,38,39.5,,,44.8,,
Zambia,,,,,,,11.5,12.5,,,,,,,,,,,,,,,,,,,,,,,21.4,23.4,34.8,,32.9,37.5,,46.6,58.4,57.6,54.8,50.8,52.4,49.8,,,,,
Zimbabwe,,,,,,,,,,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,65.6,,,,,
