"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-15","5.6","0.0","0.0",,"17.2","11.7"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-16","37.6","0.0","0.0",,"16.1","11.1"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-17","0.0","0.0","0.0",,"15.6","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-18","0.0","0.0","0.0",,"15.6","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-19","0.0","0.0","0.0",,"16.7","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-20","0.0","0.0","0.0",,"17.8","13.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-21","0.0","0.0","0.0",,"20.6","13.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-22","0.0","0.0","0.0",,"21.1","13.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-23","0.0","0.0","0.0",,"19.4","14.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-24","0.0","0.0","0.0",,"21.1","13.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-25","0.0","0.0","0.0",,"20.6","13.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-26","5.6","0.0","0.0",,"19.4","12.2"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-27","7.4","0.0","0.0",,"15.0","10.6"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-28","0.0","0.0","0.0",,"15.0","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-29","0.0","0.0","0.0",,"17.2","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-11-30","0.0","0.0","0.0",,"17.8","10.6"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-01","0.0",,,,"15.6","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-02","0.5",,,,"15.6","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-03","0.0",,,,"13.9","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-04","0.0",,,,"17.2","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-05","0.0",,,,"18.9","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-06","0.0",,,,"17.8","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-07","0.0",,,,"18.9","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-08","0.0",,,,"17.8","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-09","0.0",,,,"18.3","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-10","0.0",,,,"19.4","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-11","0.0",,,,"19.4","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-12","0.0",,,,"16.7","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-13","0.0",,,,"15.6","7.8"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-14","0.0",,,,"19.4","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-15","0.0",,,,"15.6","10.0"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-16","0.0",,,,"17.8","10.6"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-17","0.0",,,,"17.2","11.1"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-18","0.0",,,,"15.6","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-19","0.0",,,,"15.0","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-20","3.3",,,,"12.2","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-21","0.0",,,,"13.3","7.8"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-22","0.0",,,,"11.7","6.1"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-23","0.0",,,,"12.2","7.8"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-24","0.0",,,,"12.8","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-25","0.0",,,,"14.4","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-26","0.0",,,,"15.0","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-27","0.0",,,,"15.6","7.8"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-28","0.0",,,,"16.7","8.3"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-29","0.0",,,,"15.0","9.4"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-30","0.0",,,,"15.0","8.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2017-12-31","0.0",,,,"15.0","8.9"
